,exploration,adv_courses,Group,Area,Colab,Exp,Resouce,extracurriculars,help_others,confidence,feedback,communication,hours,class
771,No,Yes,Yes,Data Analysis,Dislike,5,Peer Discussion,9,9,3,Written,Dislike,9,Advanced
772,No,Yes,Yes,Deep Learning,Highly Collaborative,9,Study Group,9,9,1,Written,Neutral,9,Professional
773,Yes,No,No,Data Analysis,Dislike,5,Study Group,9,2,10,Written,Neutral,5,Intermediate
774,No,Yes,No,NLP,Neutral,7,Peer Discussion,2,3,7,Verbal,Dislike,3,Beginner
775,No,No,Yes,NLP,Dislike,8,Study Group,2,9,7,Verbal,Enjoy Communicating,5,Beginner
776,No,Yes,Yes,NLP,Independent,8,Peer Discussion,2,6,10,Verbal,Dislike,9,Professional
777,Yes,Yes,No,Deep Learning,Neutral,10,Peer Discussion,4,10,3,Verbal,Enjoy Communicating,1,Advanced
778,No,Yes,Yes,NLP,Independent,9,Study Group,9,9,3,Written,Enjoy Communicating,2,Advanced
779,No,Yes,Yes,NLP,Dislike,1,Peer Discussion,2,6,3,Written,Neutral,1,Advanced
780,No,Yes,No,Computer Vision,Dislike,9,Peer Discussion,6,4,4,Written,Enjoy Communicating,8,Beginner
781,Yes,Yes,Yes,NLP,Highly Collaborative,4,TextBook,10,10,7,Verbal,Neutral,4,Intermediate
782,No,Yes,No,NLP,Highly Collaborative,9,Online,8,8,5,Verbal,Neutral,9,Professional
783,No,No,Yes,Data Analysis,Highly Collaborative,10,Study Group,9,9,10,Verbal,Enjoy Communicating,3,Intermediate
784,No,Yes,Yes,NLP,Neutral,2,Study Group,9,2,2,Verbal,Dislike,6,Beginner
785,No,No,No,Deep Learning,Independent,9,Online,3,9,8,Written,Neutral,8,Advanced
786,No,No,No,Computer Vision,Highly Collaborative,6,Online,4,1,6,Verbal,Dislike,7,Advanced
787,No,No,Yes,Data Analysis,Highly Collaborative,10,TextBook,7,2,2,Verbal,Enjoy Communicating,6,Professional
788,No,No,Yes,Deep Learning,Neutral,9,TextBook,4,3,9,Written,Enjoy Communicating,1,Advanced
789,No,Yes,No,NLP,Independent,8,Online,2,9,10,Written,Enjoy Communicating,3,Intermediate
790,Yes,No,Yes,NLP,Independent,7,Study Group,2,9,9,Written,Dislike,5,Intermediate
791,Yes,Yes,Yes,Data Analysis,Independent,1,Study Group,10,8,9,Verbal,Neutral,2,Advanced
792,No,Yes,Yes,Computer Vision,Dislike,4,Study Group,9,5,3,Verbal,Dislike,8,Professional
793,No,Yes,Yes,NLP,Highly Collaborative,7,Online,6,9,10,Written,Neutral,4,Professional
794,No,No,Yes,Computer Vision,Neutral,5,TextBook,6,2,6,Written,Dislike,9,Professional
795,Yes,Yes,Yes,Computer Vision,Independent,6,Online,2,10,6,Written,Dislike,6,Professional
796,No,Yes,Yes,Data Analysis,Highly Collaborative,6,Study Group,10,5,6,Written,Enjoy Communicating,9,Advanced
797,No,Yes,No,Computer Vision,Neutral,4,Online,6,9,8,Verbal,Neutral,9,Professional
798,No,Yes,Yes,NLP,Highly Collaborative,5,Online,8,1,3,Verbal,Enjoy Communicating,8,Intermediate
799,No,Yes,Yes,NLP,Independent,4,Peer Discussion,4,9,2,Verbal,Neutral,7,Professional
800,Yes,Yes,No,Data Analysis,Dislike,4,Study Group,6,7,1,Written,Neutral,8,Advanced
801,No,Yes,No,Computer Vision,Independent,9,TextBook,2,10,10,Verbal,Neutral,3,Advanced
802,Yes,No,No,Data Analysis,Dislike,3,Study Group,9,9,1,Written,Enjoy Communicating,2,Professional
803,No,No,Yes,Data Analysis,Dislike,3,Online,10,4,10,Written,Enjoy Communicating,3,Professional
804,Yes,No,No,NLP,Independent,2,Peer Discussion,6,4,6,Verbal,Enjoy Communicating,10,Intermediate
805,No,Yes,No,Computer Vision,Independent,6,Study Group,6,5,3,Written,Neutral,6,Intermediate
806,No,Yes,No,Data Analysis,Highly Collaborative,2,TextBook,4,8,10,Written,Neutral,1,Professional
807,Yes,Yes,Yes,NLP,Dislike,5,Study Group,9,9,6,Written,Neutral,6,Beginner
808,Yes,No,No,Computer Vision,Dislike,3,Study Group,2,5,4,Written,Dislike,4,Professional
809,Yes,Yes,Yes,Deep Learning,Neutral,7,TextBook,8,5,5,Written,Enjoy Communicating,9,Advanced
810,Yes,Yes,No,Deep Learning,Independent,5,Study Group,9,9,9,Verbal,Dislike,1,Beginner
811,Yes,Yes,Yes,Deep Learning,Neutral,2,Online,4,2,4,Verbal,Neutral,5,Intermediate
812,No,Yes,No,Deep Learning,Highly Collaborative,2,Peer Discussion,8,5,3,Written,Dislike,6,Beginner
813,Yes,Yes,No,Data Analysis,Dislike,9,Study Group,6,8,6,Written,Enjoy Communicating,2,Professional
814,Yes,Yes,No,Deep Learning,Neutral,6,TextBook,1,10,5,Written,Neutral,7,Professional
815,Yes,No,Yes,Computer Vision,Dislike,2,Online,10,5,1,Written,Dislike,2,Beginner
816,Yes,Yes,Yes,NLP,Independent,6,Study Group,9,8,3,Verbal,Enjoy Communicating,4,Intermediate
817,No,Yes,Yes,Data Analysis,Highly Collaborative,2,Peer Discussion,7,1,2,Verbal,Neutral,7,Professional
818,No,Yes,Yes,Computer Vision,Independent,10,TextBook,5,2,2,Written,Neutral,8,Advanced
819,No,Yes,No,NLP,Neutral,4,Study Group,10,9,6,Written,Enjoy Communicating,3,Advanced
820,No,Yes,Yes,Computer Vision,Highly Collaborative,4,Online,3,10,3,Verbal,Enjoy Communicating,7,Professional
821,Yes,Yes,No,Deep Learning,Highly Collaborative,8,Study Group,5,3,10,Verbal,Dislike,5,Beginner
822,No,No,No,Deep Learning,Independent,3,TextBook,1,9,4,Verbal,Dislike,6,Beginner
823,No,No,No,Computer Vision,Highly Collaborative,4,TextBook,7,9,1,Written,Enjoy Communicating,5,Advanced
824,No,No,Yes,Data Analysis,Highly Collaborative,7,Peer Discussion,9,8,10,Verbal,Neutral,1,Intermediate
825,No,Yes,Yes,Deep Learning,Highly Collaborative,1,Study Group,4,3,6,Written,Enjoy Communicating,6,Professional
826,Yes,No,Yes,Deep Learning,Dislike,9,TextBook,6,3,9,Written,Neutral,4,Intermediate
827,Yes,Yes,No,Deep Learning,Highly Collaborative,5,TextBook,4,4,3,Written,Enjoy Communicating,8,Intermediate
828,No,No,No,Deep Learning,Dislike,3,TextBook,9,10,5,Written,Dislike,9,Beginner
829,Yes,No,No,Data Analysis,Dislike,4,TextBook,2,7,8,Verbal,Enjoy Communicating,4,Beginner
830,No,No,No,Data Analysis,Dislike,8,Peer Discussion,6,2,2,Written,Dislike,5,Intermediate
831,No,Yes,Yes,NLP,Independent,1,Study Group,10,10,3,Written,Neutral,3,Beginner
832,No,Yes,No,Computer Vision,Neutral,2,TextBook,10,2,9,Verbal,Dislike,6,Intermediate
833,No,Yes,Yes,Deep Learning,Highly Collaborative,5,Study Group,5,10,8,Verbal,Enjoy Communicating,3,Professional
834,Yes,Yes,No,Deep Learning,Highly Collaborative,9,Study Group,8,10,10,Written,Enjoy Communicating,9,Professional
835,No,Yes,Yes,Data Analysis,Independent,6,Peer Discussion,10,10,10,Verbal,Enjoy Communicating,9,Advanced
836,Yes,No,No,Data Analysis,Independent,4,Online,10,10,3,Written,Enjoy Communicating,1,Advanced
837,Yes,No,No,Deep Learning,Dislike,8,Study Group,5,3,10,Verbal,Enjoy Communicating,4,Advanced
838,Yes,Yes,No,NLP,Highly Collaborative,5,Study Group,2,5,3,Verbal,Neutral,5,Advanced
839,No,Yes,No,Deep Learning,Dislike,6,Study Group,1,6,4,Written,Neutral,2,Advanced
840,Yes,No,Yes,NLP,Independent,9,Online,3,9,8,Verbal,Dislike,1,Advanced
841,Yes,Yes,Yes,Deep Learning,Independent,5,TextBook,4,1,10,Verbal,Dislike,7,Beginner
842,No,No,No,NLP,Dislike,4,Study Group,2,3,7,Written,Dislike,7,Intermediate
843,Yes,Yes,Yes,Deep Learning,Neutral,6,Study Group,5,3,3,Verbal,Dislike,5,Professional
844,Yes,No,No,NLP,Independent,7,Peer Discussion,4,8,6,Written,Enjoy Communicating,10,Advanced
845,Yes,No,Yes,NLP,Neutral,2,Study Group,10,10,10,Verbal,Dislike,10,Beginner
846,No,Yes,No,Computer Vision,Highly Collaborative,10,Peer Discussion,8,8,9,Verbal,Dislike,2,Advanced
847,Yes,No,No,Deep Learning,Independent,9,Online,6,10,7,Verbal,Neutral,1,Advanced
848,No,Yes,Yes,Data Analysis,Highly Collaborative,10,Peer Discussion,9,6,10,Written,Dislike,1,Professional
849,No,No,No,Computer Vision,Dislike,2,Online,9,10,4,Verbal,Dislike,3,Advanced
850,Yes,No,Yes,NLP,Neutral,1,Peer Discussion,8,6,10,Verbal,Enjoy Communicating,10,Advanced
851,No,Yes,Yes,Deep Learning,Neutral,3,Study Group,4,7,5,Verbal,Dislike,8,Advanced
852,Yes,Yes,Yes,Computer Vision,Independent,10,Study Group,7,4,1,Written,Neutral,5,Advanced
853,No,No,Yes,Data Analysis,Independent,7,Online,7,1,6,Written,Neutral,2,Beginner
854,No,No,No,NLP,Independent,7,Peer Discussion,8,4,10,Verbal,Enjoy Communicating,9,Beginner
855,No,Yes,Yes,Computer Vision,Independent,3,Online,2,8,9,Written,Neutral,8,Intermediate
856,No,No,No,Computer Vision,Neutral,8,TextBook,4,10,6,Verbal,Dislike,7,Beginner
857,Yes,Yes,Yes,Deep Learning,Neutral,3,Study Group,9,2,5,Written,Dislike,1,Intermediate
858,No,No,Yes,Data Analysis,Neutral,6,TextBook,3,2,3,Written,Enjoy Communicating,1,Advanced
859,Yes,No,Yes,Data Analysis,Dislike,10,TextBook,5,8,6,Written,Dislike,4,Intermediate
860,Yes,No,Yes,Computer Vision,Highly Collaborative,2,Online,6,2,9,Verbal,Dislike,3,Advanced
861,No,No,Yes,Data Analysis,Highly Collaborative,2,TextBook,6,6,5,Written,Neutral,1,Intermediate
862,Yes,No,No,Data Analysis,Neutral,6,TextBook,9,8,1,Written,Enjoy Communicating,9,Professional
863,No,No,No,NLP,Dislike,5,Online,2,6,3,Verbal,Neutral,8,Intermediate
864,No,No,No,Data Analysis,Highly Collaborative,2,Study Group,3,3,7,Written,Dislike,10,Advanced
865,Yes,Yes,Yes,Data Analysis,Neutral,9,TextBook,4,7,5,Verbal,Dislike,6,Intermediate
866,No,No,No,Computer Vision,Highly Collaborative,5,Study Group,2,1,2,Written,Enjoy Communicating,5,Advanced
867,Yes,Yes,No,Data Analysis,Dislike,9,Online,10,3,9,Written,Neutral,7,Advanced
868,Yes,No,Yes,Computer Vision,Dislike,10,Online,3,9,6,Written,Dislike,2,Intermediate
869,Yes,Yes,No,NLP,Independent,4,Peer Discussion,6,3,3,Written,Enjoy Communicating,1,Professional
870,No,Yes,No,Deep Learning,Independent,2,Study Group,5,6,3,Verbal,Enjoy Communicating,5,Beginner
871,Yes,Yes,Yes,Computer Vision,Highly Collaborative,3,Peer Discussion,1,9,1,Written,Dislike,8,Advanced
872,No,Yes,Yes,NLP,Independent,1,Peer Discussion,2,2,5,Verbal,Neutral,4,Beginner
873,No,No,Yes,Computer Vision,Dislike,9,Peer Discussion,8,10,6,Written,Enjoy Communicating,2,Advanced
874,Yes,No,No,NLP,Independent,3,Online,7,10,2,Written,Enjoy Communicating,2,Beginner
875,Yes,No,No,Data Analysis,Independent,1,Study Group,5,7,2,Written,Neutral,8,Beginner
876,Yes,No,No,Computer Vision,Neutral,10,Peer Discussion,8,9,6,Verbal,Dislike,10,Intermediate
877,No,Yes,No,Deep Learning,Highly Collaborative,5,TextBook,4,4,6,Written,Neutral,8,Professional
878,No,No,No,Computer Vision,Dislike,10,Study Group,5,4,7,Verbal,Neutral,6,Professional
879,No,No,Yes,NLP,Highly Collaborative,5,TextBook,9,2,8,Verbal,Enjoy Communicating,6,Intermediate
880,Yes,No,Yes,Deep Learning,Highly Collaborative,7,TextBook,5,4,3,Written,Dislike,7,Intermediate
881,Yes,Yes,No,Data Analysis,Highly Collaborative,10,Study Group,10,1,10,Verbal,Dislike,4,Intermediate
882,Yes,No,No,Deep Learning,Independent,3,TextBook,8,9,9,Verbal,Dislike,4,Professional
883,Yes,No,Yes,Deep Learning,Neutral,2,Study Group,8,2,2,Verbal,Dislike,1,Intermediate
884,Yes,No,Yes,NLP,Dislike,7,TextBook,9,5,10,Written,Neutral,10,Beginner
885,No,No,Yes,Data Analysis,Dislike,7,Study Group,10,1,6,Verbal,Enjoy Communicating,1,Intermediate
886,No,Yes,Yes,Data Analysis,Neutral,6,TextBook,4,7,2,Verbal,Dislike,6,Beginner
887,No,No,Yes,Data Analysis,Neutral,9,Study Group,3,10,4,Written,Neutral,5,Advanced
888,No,Yes,No,Data Analysis,Neutral,3,TextBook,4,6,6,Verbal,Dislike,6,Advanced
889,No,No,No,NLP,Highly Collaborative,10,Study Group,5,2,6,Verbal,Neutral,6,Professional
890,No,No,Yes,Computer Vision,Independent,3,Study Group,8,3,7,Written,Neutral,4,Advanced
891,Yes,No,Yes,Deep Learning,Highly Collaborative,2,Study Group,4,10,4,Written,Neutral,10,Professional
892,No,Yes,Yes,Deep Learning,Neutral,3,TextBook,1,1,6,Verbal,Dislike,3,Beginner
893,Yes,Yes,Yes,NLP,Dislike,2,Online,3,9,10,Written,Neutral,10,Advanced
894,Yes,No,No,NLP,Highly Collaborative,6,Study Group,2,9,1,Written,Enjoy Communicating,1,Professional
895,Yes,Yes,No,NLP,Highly Collaborative,9,Peer Discussion,5,6,2,Verbal,Enjoy Communicating,1,Professional
896,Yes,Yes,Yes,Computer Vision,Independent,1,Online,9,7,3,Written,Enjoy Communicating,7,Advanced
897,No,Yes,Yes,NLP,Neutral,10,Peer Discussion,8,7,2,Written,Enjoy Communicating,10,Advanced
898,No,No,No,Data Analysis,Highly Collaborative,10,Peer Discussion,4,5,2,Verbal,Dislike,9,Professional
899,Yes,Yes,No,Data Analysis,Dislike,10,Study Group,4,3,3,Written,Enjoy Communicating,3,Professional
900,No,No,No,NLP,Neutral,5,Online,9,3,3,Written,Dislike,6,Advanced
901,Yes,Yes,Yes,NLP,Highly Collaborative,4,Study Group,2,2,6,Written,Neutral,3,Beginner
902,Yes,No,Yes,Computer Vision,Highly Collaborative,3,TextBook,4,1,7,Verbal,Enjoy Communicating,4,Beginner
903,No,Yes,No,Data Analysis,Dislike,8,Peer Discussion,10,4,2,Verbal,Enjoy Communicating,4,Beginner
904,Yes,Yes,Yes,Computer Vision,Dislike,1,Online,3,10,8,Verbal,Enjoy Communicating,7,Beginner
905,No,Yes,No,Computer Vision,Neutral,6,TextBook,4,2,6,Written,Neutral,6,Advanced
906,Yes,No,No,Data Analysis,Independent,2,TextBook,4,3,7,Written,Dislike,10,Intermediate
907,No,No,No,Deep Learning,Dislike,4,TextBook,4,4,10,Verbal,Enjoy Communicating,7,Professional
908,Yes,No,No,Deep Learning,Dislike,2,TextBook,5,8,8,Verbal,Enjoy Communicating,10,Intermediate
909,Yes,Yes,No,NLP,Dislike,8,Study Group,4,9,10,Verbal,Enjoy Communicating,3,Advanced
910,No,No,No,NLP,Independent,3,TextBook,6,2,10,Verbal,Neutral,2,Intermediate
911,No,No,No,Computer Vision,Independent,9,Online,9,4,2,Verbal,Neutral,8,Advanced
912,Yes,No,No,Data Analysis,Dislike,4,Peer Discussion,1,3,1,Verbal,Dislike,8,Professional
913,Yes,Yes,Yes,Data Analysis,Neutral,5,Online,2,5,1,Verbal,Enjoy Communicating,1,Beginner
914,No,Yes,Yes,Data Analysis,Neutral,4,Peer Discussion,1,4,3,Written,Neutral,9,Beginner
915,Yes,Yes,No,NLP,Neutral,9,Online,1,10,2,Verbal,Neutral,2,Professional
916,No,No,Yes,Deep Learning,Neutral,2,Study Group,8,7,3,Written,Enjoy Communicating,2,Beginner
917,No,Yes,No,Computer Vision,Dislike,6,TextBook,2,5,7,Verbal,Dislike,4,Advanced
918,No,No,No,Data Analysis,Neutral,2,Peer Discussion,6,2,8,Written,Neutral,3,Professional
919,Yes,Yes,No,Data Analysis,Dislike,4,Online,3,3,10,Written,Dislike,10,Beginner
920,No,No,Yes,NLP,Highly Collaborative,4,Online,6,1,6,Verbal,Neutral,9,Beginner
921,Yes,No,Yes,NLP,Neutral,2,Peer Discussion,7,4,10,Written,Dislike,6,Professional
922,Yes,No,No,Data Analysis,Highly Collaborative,7,TextBook,1,10,1,Verbal,Neutral,4,Professional
923,Yes,No,No,NLP,Highly Collaborative,7,Study Group,5,6,10,Verbal,Enjoy Communicating,8,Professional
924,Yes,Yes,No,NLP,Dislike,8,Online,6,3,1,Written,Neutral,9,Intermediate
925,Yes,No,No,Computer Vision,Highly Collaborative,2,Peer Discussion,5,3,6,Verbal,Dislike,3,Beginner
926,Yes,Yes,No,NLP,Highly Collaborative,4,Peer Discussion,3,10,3,Verbal,Neutral,10,Professional
927,Yes,No,No,Deep Learning,Highly Collaborative,9,Online,7,4,9,Verbal,Neutral,10,Professional
928,No,No,No,Data Analysis,Independent,5,Peer Discussion,1,10,1,Verbal,Enjoy Communicating,2,Intermediate
929,No,No,No,NLP,Highly Collaborative,10,Online,1,2,6,Written,Enjoy Communicating,3,Advanced
930,No,No,Yes,NLP,Neutral,2,Study Group,1,4,6,Written,Enjoy Communicating,5,Intermediate
931,No,No,No,Deep Learning,Dislike,7,Online,3,4,3,Verbal,Dislike,1,Beginner
932,Yes,No,No,Deep Learning,Independent,9,Study Group,10,2,9,Verbal,Enjoy Communicating,5,Advanced
933,No,Yes,Yes,Data Analysis,Neutral,7,Peer Discussion,8,9,3,Written,Enjoy Communicating,7,Intermediate
934,Yes,Yes,No,Deep Learning,Highly Collaborative,10,TextBook,1,1,9,Verbal,Enjoy Communicating,10,Professional
935,No,Yes,Yes,Deep Learning,Highly Collaborative,8,TextBook,5,3,2,Verbal,Neutral,3,Intermediate
936,Yes,Yes,Yes,NLP,Independent,4,Online,4,6,1,Written,Enjoy Communicating,8,Professional
937,No,No,No,Computer Vision,Independent,5,Study Group,1,8,7,Written,Dislike,7,Intermediate
938,No,Yes,No,Deep Learning,Highly Collaborative,5,Online,7,5,8,Written,Dislike,6,Advanced
939,No,No,No,NLP,Dislike,6,Peer Discussion,8,8,2,Written,Dislike,5,Professional
940,No,No,Yes,Data Analysis,Independent,5,Peer Discussion,8,8,7,Verbal,Neutral,4,Intermediate
941,Yes,Yes,Yes,Computer Vision,Dislike,6,Peer Discussion,1,5,7,Written,Dislike,3,Intermediate
942,No,No,Yes,Computer Vision,Dislike,4,Peer Discussion,8,4,5,Verbal,Dislike,1,Professional
943,No,Yes,Yes,Deep Learning,Independent,5,Peer Discussion,6,5,5,Verbal,Neutral,9,Intermediate
944,No,Yes,Yes,Data Analysis,Independent,5,Peer Discussion,3,7,5,Written,Neutral,8,Advanced
945,No,Yes,Yes,Data Analysis,Independent,7,Study Group,6,3,2,Written,Enjoy Communicating,5,Professional
946,Yes,Yes,Yes,Data Analysis,Independent,10,TextBook,8,5,7,Written,Dislike,8,Beginner
947,No,No,Yes,Data Analysis,Highly Collaborative,4,Study Group,4,3,3,Verbal,Dislike,8,Intermediate
948,No,No,No,Data Analysis,Neutral,1,TextBook,1,3,10,Written,Dislike,6,Intermediate
949,Yes,No,No,NLP,Neutral,5,Study Group,5,5,6,Written,Dislike,7,Professional
950,No,Yes,Yes,Deep Learning,Neutral,1,Peer Discussion,8,5,4,Written,Enjoy Communicating,3,Professional
951,Yes,No,No,NLP,Highly Collaborative,3,Study Group,2,8,5,Written,Enjoy Communicating,4,Professional
952,Yes,No,Yes,Data Analysis,Independent,5,Study Group,7,9,2,Written,Neutral,4,Advanced
953,Yes,Yes,Yes,Data Analysis,Independent,8,Peer Discussion,8,3,4,Written,Dislike,9,Beginner
954,No,Yes,Yes,NLP,Dislike,4,Online,5,2,5,Written,Enjoy Communicating,6,Advanced
955,No,Yes,Yes,Data Analysis,Independent,10,TextBook,5,3,5,Written,Enjoy Communicating,5,Advanced
956,No,No,Yes,Deep Learning,Neutral,7,Study Group,9,5,8,Written,Neutral,1,Intermediate
957,Yes,Yes,Yes,NLP,Dislike,10,TextBook,3,3,8,Verbal,Enjoy Communicating,7,Intermediate
958,No,Yes,No,Computer Vision,Independent,2,Peer Discussion,4,4,7,Verbal,Neutral,5,Professional
959,Yes,No,No,Computer Vision,Dislike,8,Online,7,4,4,Written,Enjoy Communicating,9,Intermediate
960,Yes,No,No,Data Analysis,Highly Collaborative,8,Peer Discussion,4,4,5,Written,Neutral,9,Intermediate
961,Yes,No,No,Data Analysis,Neutral,8,Study Group,6,2,2,Verbal,Neutral,2,Advanced
962,Yes,No,No,Computer Vision,Neutral,5,TextBook,8,3,5,Written,Enjoy Communicating,6,Professional
963,No,Yes,No,Data Analysis,Neutral,6,Online,6,3,10,Verbal,Neutral,3,Intermediate
964,No,Yes,No,Computer Vision,Highly Collaborative,4,Online,7,4,10,Verbal,Neutral,8,Advanced
965,Yes,Yes,Yes,Computer Vision,Independent,6,Online,9,1,6,Written,Dislike,10,Intermediate
966,No,Yes,No,NLP,Dislike,10,Study Group,4,6,4,Verbal,Enjoy Communicating,9,Beginner
967,Yes,Yes,No,Data Analysis,Dislike,4,Online,8,7,9,Verbal,Enjoy Communicating,10,Advanced
968,No,No,Yes,Computer Vision,Highly Collaborative,1,Peer Discussion,10,9,2,Written,Enjoy Communicating,6,Beginner
969,Yes,No,No,Computer Vision,Independent,2,Online,2,2,1,Written,Dislike,10,Professional
970,No,No,No,Deep Learning,Neutral,8,Online,10,4,5,Written,Dislike,7,Intermediate
971,No,No,Yes,Computer Vision,Neutral,3,TextBook,5,5,1,Written,Dislike,1,Beginner
972,No,Yes,No,Deep Learning,Neutral,5,TextBook,7,3,5,Written,Neutral,8,Advanced
973,Yes,Yes,Yes,Data Analysis,Neutral,6,Online,5,4,1,Written,Enjoy Communicating,9,Beginner
974,Yes,Yes,Yes,Computer Vision,Highly Collaborative,9,TextBook,5,7,9,Written,Dislike,10,Beginner
975,Yes,No,Yes,Computer Vision,Dislike,8,Peer Discussion,4,2,10,Written,Enjoy Communicating,6,Beginner
976,No,No,No,Deep Learning,Independent,5,TextBook,10,4,7,Verbal,Neutral,4,Professional
977,Yes,No,Yes,NLP,Dislike,6,Online,1,1,5,Written,Enjoy Communicating,3,Professional
978,Yes,Yes,No,Data Analysis,Neutral,2,Study Group,10,3,6,Verbal,Enjoy Communicating,4,Beginner
979,No,Yes,Yes,Deep Learning,Neutral,7,TextBook,2,9,6,Written,Neutral,5,Advanced
980,No,Yes,Yes,Deep Learning,Independent,4,TextBook,7,6,6,Written,Enjoy Communicating,4,Advanced
981,No,No,No,Data Analysis,Independent,8,Online,7,8,8,Written,Neutral,6,Intermediate
982,No,No,Yes,Deep Learning,Dislike,1,TextBook,3,9,5,Written,Dislike,3,Professional
983,Yes,Yes,No,Data Analysis,Independent,2,TextBook,10,7,6,Verbal,Neutral,8,Intermediate
984,Yes,Yes,Yes,Data Analysis,Neutral,1,Study Group,5,6,6,Verbal,Neutral,9,Intermediate
985,No,Yes,No,Computer Vision,Dislike,2,Online,5,3,9,Written,Neutral,3,Professional
986,Yes,No,Yes,NLP,Independent,1,TextBook,2,4,9,Verbal,Enjoy Communicating,1,Advanced
987,No,No,No,Computer Vision,Highly Collaborative,5,TextBook,3,7,3,Verbal,Enjoy Communicating,5,Beginner
988,Yes,Yes,No,Data Analysis,Highly Collaborative,7,TextBook,5,10,6,Written,Neutral,6,Intermediate
989,No,Yes,No,Computer Vision,Neutral,7,Study Group,6,2,9,Written,Neutral,1,Professional
990,Yes,Yes,No,Deep Learning,Dislike,10,Study Group,5,3,4,Written,Neutral,6,Intermediate
991,No,Yes,No,NLP,Neutral,3,Peer Discussion,3,9,6,Written,Enjoy Communicating,10,Intermediate
992,No,No,No,Computer Vision,Highly Collaborative,6,Online,3,1,9,Verbal,Dislike,10,Intermediate
993,No,Yes,No,Computer Vision,Highly Collaborative,4,TextBook,8,9,5,Verbal,Enjoy Communicating,8,Advanced
994,Yes,No,No,NLP,Dislike,9,Online,3,2,5,Verbal,Dislike,2,Advanced
995,No,No,No,NLP,Neutral,1,Study Group,9,10,3,Written,Dislike,10,Professional
996,Yes,Yes,No,NLP,Independent,7,TextBook,3,9,1,Written,Enjoy Communicating,7,Intermediate
997,Yes,No,Yes,Deep Learning,Independent,9,Peer Discussion,2,4,4,Verbal,Neutral,4,Intermediate
998,Yes,Yes,Yes,Deep Learning,Highly Collaborative,9,TextBook,5,3,7,Written,Neutral,8,Advanced
999,Yes,No,Yes,Data Analysis,Dislike,3,TextBook,3,5,1,Verbal,Neutral,10,Professional
